Time, Microgrid1.Inverter.Pref, Microgrid1.Inverter.P1, Microgrid1.ESS.Lead acid.SOC, Microgrid1.PV.P
18.25, 5000.0, 6173.8759765625, 0.5638817548751831, 4146.0849609375
18.5, 5000.0, 5210.80224609375, 0.5638764500617981, 4146.0849609375
18.75, 5000.0, 5037.5712890625, 0.563875138759613, 4146.0849609375
19.0, 5000.0, 5002.63916015625, 0.5638747811317444, 4146.0849609375
19.25, 5000.0, 5003.49267578125, 0.5638745427131653, 4146.0849609375
19.5, 5000.0, 5002.78515625, 0.5638741850852966, 4146.0849609375
19.75, 5000.0, 5001.19580078125, 0.5638737082481384, 4146.0849609375
20.0, 5000.0, 4998.23486328125, 0.5638731718063354, 4146.0849609375
20.25, 5000.0, 5001.3349609375, 0.5638726949691772, 4146.0849609375
20.5, 5000.0, 4999.1650390625, 0.5638721585273743, 4146.0849609375
20.75, 5000.0, 5000.0478515625, 0.5638716220855713, 4146.0849609375
21.0, 5000.0, 4999.88232421875, 0.5638710856437683, 4146.0849609375
21.25, 5000.0, 5001.8232421875, 0.5638706088066101, 4146.0849609375
21.5, 5000.0, 4999.34716796875, 0.5638700723648071, 4146.0849609375
21.75, 5000.0, 4998.64453125, 0.5638695359230042, 4146.0849609375
22.0, 5000.0, 4996.74072265625, 0.5638689994812012, 4146.0849609375
22.25, 5000.0, 5002.458984375, 0.563868522644043, 4146.0849609375
22.5, 5000.0, 4998.02197265625, 0.56386798620224, 4146.0849609375
22.75, 5000.0, 4997.62939453125, 0.563867449760437, 4146.0849609375
23.0, 4000.0, 4316.7626953125, 0.5638671517372131, 4146.0849609375
23.25, 4000.0, 4094.8916015625, 0.5638676285743713, 4146.0849609375
23.5, 4000.0, 4032.6826171875, 0.5638685822486877, 4146.0849609375
23.75, 4000.0, 4009.21435546875, 0.5638697147369385, 4146.0849609375
24.0, 4000.0, 4002.737548828125, 0.5638710260391235, 4146.0849609375
24.25, 4000.0, 3999.49755859375, 0.5638722777366638, 4146.0849609375
24.5, 4000.0, 3999.2109375, 0.5638735890388489, 4146.0849609375
24.75, 4000.0, 3998.36474609375, 0.5638749003410339, 4146.0849609375
25.0, 4000.0, 3998.7021484375, 0.563876211643219, 4146.0849609375
25.25, 4000.0, 4000.47802734375, 0.5638774633407593, 4146.0849609375
25.5, 4000.0, 4000.642578125, 0.5638787746429443, 4146.0849609375
25.75, 4000.0, 4000.08740234375, 0.5638800859451294, 4146.0849609375
26.0, 4000.0, 4000.4716796875, 0.5638813972473145, 4146.0849609375
