Time, Ptotal,regD,Time regD,Power
21968.75,8686.347656,,,
21969,8723.393555,,,
21969.25,8723.393555,,,
21969.5,8723.393555,,,
21969.75,8723.393555,,,
21970,8766.547852,,,
21970.25,8779.961914,,,
21970.5,8779.961914,,,
21970.75,8779.961914,,,
21971,8779.961914,,,
21971.25,8779.961914,,,
21971.5,8779.961914,,,
21971.75,8779.961914,,,
21972,8779.961914,,,
21972.25,8779.961914,,,
21972.5,8779.961914,,,
21972.75,8779.961914,,,
21973,8779.961914,,,
21973.25,8779.961914,,,
21973.5,8779.961914,,,
21973.75,8779.961914,,,
21974,8779.961914,,,
21974.25,8779.961914,,,
21974.5,8779.961914,,,
21974.75,8779.961914,,,
21975,8779.961914,,,
21975.25,8779.961914,,,
21975.5,8779.961914,,,
21975.75,8779.961914,,,
21976,8779.961914,,,
21976.25,8779.961914,,,
21976.5,8779.961914,,,
21976.75,8779.961914,,,
21977,8779.961914,,,
21977.25,8779.961914,,,
21977.5,8779.961914,,,
21977.75,8779.961914,,,
21978,8779.961914,,,
21978.25,8779.961914,,,
21978.5,8779.961914,,,
21978.75,8779.961914,,,
21979,8779.961914,,,
21979.25,8779.961914,,,
21979.5,8779.961914,,,
21979.75,8779.961914,,,
21980,8779.961914,,,
21980.25,8779.961914,,,
21980.5,8779.961914,,,
21980.75,8779.961914,,,
21981,8779.961914,,,
21981.25,8779.961914,,,
21981.5,8779.961914,,,
21981.75,8779.961914,,,
21982,8779.961914,,,
21982.25,8779.961914,,,
21982.5,8779.961914,,,
21982.75,8779.961914,,,
21983,8779.961914,,,
21983.25,8779.961914,,,
21983.5,8779.961914,,,
21983.75,8794.330078,,,
21984,8794.330078,,,
21984.25,8863.510742,,,
21984.5,8906.749023,,,
21984.75,8975.051758,,,
21985,9055.883789,,,
21985.25,9104.973633,,,
21985.5,9124.051758,,,
21985.75,9202.121094,,,
21986,9263.714844,,,
21986.25,9381.648438,,,
21986.5,9433.479492,,,
21986.75,9470.9375,,,
21987,9478.397461,,,
21987.25,9550.881836,,,
21987.5,9591.200195,,,
21987.75,9591.166992,,,
21988,9607.195313,,,
21988.25,9637.767578,,,
21988.5,9637.767578,,,
21988.75,9637.767578,,,
21989,9637.767578,,,
21989.25,9680.021484,,,
